,Unnamed: 0,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,bloom_response_scenario_1,bloom_response_scenario_1_retrieved,bloom_response_scenario_2,bloom_response_scenario_2_retrieved
10,2,non_living_natural_kinds,nl_1_lc_3,1,lightning_to_cloud_app_original_comp_changed_purpose_preserved,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,"cloud.
Question 2 :",cloud,"cloud.

A:

Yes",cloud
11,2,non_living_natural_kinds,nl_1_lc_3,2,lightning_to_cloud_app_original_comp_changed_purpose_preserved,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,cloud because it doesn’t produce,cloud,cloud. The lightning is,cloud
12,2,non_living_natural_kinds,nl_1_lc_3,3,lightning_to_cloud_app_original_comp_changed_purpose_preserved,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,a cloud. You see,cloud,cloud. Because the thing,cloud
13,2,non_living_natural_kinds,nl_1_lc_3,4,lightning_to_cloud_app_original_comp_changed_purpose_preserved,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,"a cloud.

A:",cloud,"cloud.
Lightning is",cloud
14,2,non_living_natural_kinds,nl_1_lc_3,5,lightning_to_cloud_app_original_comp_changed_purpose_preserved,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,a cloud because it is,cloud,"a cloud, not lightning",cloud
15,3,non_living_natural_kinds,nl_1_lc_4,1,lightning_to_cloud_app_original_comp_changed_purpose_changed,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,cloud. Lightning is a,cloud,cloud because it is not,cloud
16,3,non_living_natural_kinds,nl_1_lc_4,2,lightning_to_cloud_app_original_comp_changed_purpose_changed,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,"cloud.
Answer: The",cloud,lightning because the thing after,lightning
17,3,non_living_natural_kinds,nl_1_lc_4,3,lightning_to_cloud_app_original_comp_changed_purpose_changed,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,a cloud. The thing,cloud,"cloud, because after the",cloud
18,3,non_living_natural_kinds,nl_1_lc_4,4,lightning_to_cloud_app_original_comp_changed_purpose_changed,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,"cloud. Because, it",cloud,"lightning.
Some very talent",lightning
19,3,non_living_natural_kinds,nl_1_lc_4,5,lightning_to_cloud_app_original_comp_changed_purpose_changed,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,a cloud. It is,cloud,a cloud. The procedure,cloud
20,4,non_living_natural_kinds,nl_1_lc_5,1,lightning_to_cloud_app_new_comp_preserved_purpose_preserved,lightning_to_cloud,lightning,cloud,new,cloud,preserved,lightning,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,a cloud. Because,cloud,cloud because it is made,cloud
21,4,non_living_natural_kinds,nl_1_lc_5,2,lightning_to_cloud_app_new_comp_preserved_purpose_preserved,lightning_to_cloud,lightning,cloud,new,cloud,preserved,lightning,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,lightning. Because it is,lightning,lightning. As you said,lightning
22,4,non_living_natural_kinds,nl_1_lc_5,3,lightning_to_cloud_app_new_comp_preserved_purpose_preserved,lightning_to_cloud,lightning,cloud,new,cloud,preserved,lightning,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,a cloud. We can,cloud,a cloud. Because it,cloud
23,4,non_living_natural_kinds,nl_1_lc_5,4,lightning_to_cloud_app_new_comp_preserved_purpose_preserved,lightning_to_cloud,lightning,cloud,new,cloud,preserved,lightning,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,a cloud. Why?,cloud,lightning. The reason is,lightning
24,4,non_living_natural_kinds,nl_1_lc_5,5,lightning_to_cloud_app_new_comp_preserved_purpose_preserved,lightning_to_cloud,lightning,cloud,new,cloud,preserved,lightning,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,both. It is a,unsure,lightning because I think the,lightning
25,5,non_living_natural_kinds,nl_1_lc_6,1,lightning_to_cloud_app_new_comp_preserved_purpose_changed,lightning_to_cloud,lightning,cloud,new,cloud,preserved,lightning,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,cloud. A cloud is,cloud,"lightning.
Explanation:",lightning
26,5,non_living_natural_kinds,nl_1_lc_6,2,lightning_to_cloud_app_new_comp_preserved_purpose_changed,lightning_to_cloud,lightning,cloud,new,cloud,preserved,lightning,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,lightning. The thing after,lightning,"a cloud, because it",cloud
27,5,non_living_natural_kinds,nl_1_lc_6,3,lightning_to_cloud_app_new_comp_preserved_purpose_changed,lightning_to_cloud,lightning,cloud,new,cloud,preserved,lightning,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,cloud. It is made,cloud,a cloud. The special,cloud
