,Unnamed: 0,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,bloom_response_scenario_1,bloom_response_scenario_1_retrieved,bloom_response_scenario_2,bloom_response_scenario_2_retrieved
10,98,living_natural_kinds,l_1_chickencow_3,1,chicken_to_cow_app_original_comp_changed_purpose_preserved,chicken_to_cow,chicken,cow,original,chicken,changed,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a chicken. After all,chicken,a chicken because it looks,chicken
11,98,living_natural_kinds,l_1_chickencow_3,2,chicken_to_cow_app_original_comp_changed_purpose_preserved,chicken_to_cow,chicken,cow,original,chicken,changed,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a cow because the thing,cow,"a chicken, because it",chicken
12,98,living_natural_kinds,l_1_chickencow_3,3,chicken_to_cow_app_original_comp_changed_purpose_preserved,chicken_to_cow,chicken,cow,original,chicken,changed,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a cow because it is,cow,a chicken because it looks,chicken
13,98,living_natural_kinds,l_1_chickencow_3,4,chicken_to_cow_app_original_comp_changed_purpose_preserved,chicken_to_cow,chicken,cow,original,chicken,changed,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a cow. Because the,cow,a chicken. Because a,chicken
14,98,living_natural_kinds,l_1_chickencow_3,5,chicken_to_cow_app_original_comp_changed_purpose_preserved,chicken_to_cow,chicken,cow,original,chicken,changed,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,both a chicken and a,unsure,not a chicken because it,unsure
15,99,living_natural_kinds,l_1_chickencow_4,1,chicken_to_cow_app_original_comp_changed_purpose_changed,chicken_to_cow,chicken,cow,original,chicken,changed,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef. ",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,"a chicken.
Question 2:",chicken,a cow. I think,cow
16,99,living_natural_kinds,l_1_chickencow_4,2,chicken_to_cow_app_original_comp_changed_purpose_changed,chicken_to_cow,chicken,cow,original,chicken,changed,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef. ",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a cow. Because it,cow,a chicken. Because if,chicken
17,99,living_natural_kinds,l_1_chickencow_4,3,chicken_to_cow_app_original_comp_changed_purpose_changed,chicken_to_cow,chicken,cow,original,chicken,changed,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef. ",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,"chicken, because the thing",chicken,a cow. Because the,cow
18,99,living_natural_kinds,l_1_chickencow_4,4,chicken_to_cow_app_original_comp_changed_purpose_changed,chicken_to_cow,chicken,cow,original,chicken,changed,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef. ",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,both. I think the,unsure,a chicken because the thing,chicken
19,99,living_natural_kinds,l_1_chickencow_4,5,chicken_to_cow_app_original_comp_changed_purpose_changed,chicken_to_cow,chicken,cow,original,chicken,changed,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef. ",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a cow. The word,cow,a cow because it looks,cow
20,100,living_natural_kinds,l_1_chickencow_5,1,chicken_to_cow_app_new_comp_preserved_purpose_preserved,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a chicken. Because the,chicken,a cow. It looks,cow
21,100,living_natural_kinds,l_1_chickencow_5,2,chicken_to_cow_app_new_comp_preserved_purpose_preserved,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a chicken because the thing,chicken,a chicken. They just,chicken
22,100,living_natural_kinds,l_1_chickencow_5,3,chicken_to_cow_app_new_comp_preserved_purpose_preserved,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a chicken because the thing,chicken,"not a cow, but",unsure
23,100,living_natural_kinds,l_1_chickencow_5,4,chicken_to_cow_app_new_comp_preserved_purpose_preserved,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a chicken because the thing,chicken,"a chicken, because it",chicken
24,100,living_natural_kinds,l_1_chickencow_5,5,chicken_to_cow_app_new_comp_preserved_purpose_preserved,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,"both.
The very first",unsure,both a chicken and a,unsure
25,101,living_natural_kinds,l_1_chickencow_6,1,chicken_to_cow_app_new_comp_preserved_purpose_changed,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a chicken. Because the,chicken,both a chicken and a,unsure
26,101,living_natural_kinds,l_1_chickencow_6,2,chicken_to_cow_app_new_comp_preserved_purpose_changed,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,both a chicken and a,unsure,"not a chicken, because",unsure
27,101,living_natural_kinds,l_1_chickencow_6,3,chicken_to_cow_app_new_comp_preserved_purpose_changed,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a cow. I can,cow,a chicken because it is,chicken
28,101,living_natural_kinds,l_1_chickencow_6,4,chicken_to_cow_app_new_comp_preserved_purpose_changed,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a chicken. Because the,chicken,"a cow, but I",cow
