category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,scenario_1,scenario_2,question,question_mask,gpt3_response_scenario_1,gpt3_response_scenario_1_retrieved,gpt3_response_scenario_2,gpt3_response_scenario_2_retrieved
living_natural_kinds,l_1_chickencow_3,1,chicken_to_cow_app_new_comp_preserved,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,A chicken.,chicken,"After the special procedure, the thing is a cow.",cow
living_natural_kinds,l_1_chickencow_3,2,chicken_to_cow_app_new_comp_preserved,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,The thing after the operation is a chicken.,chicken,The thing after the special operation would be a cow.,cow
living_natural_kinds,l_1_chickencow_3,3,chicken_to_cow_app_new_comp_preserved,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,The thing after the procedure is not a chicken or a cow.,unsure,The thing after the special operation is a cow.,cow
living_natural_kinds,l_1_chickencow_3,4,chicken_to_cow_app_new_comp_preserved,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,The thing after the special operation is not a chicken or a cow. It is something else entirely.,unsure,The thing is a cow.,cow
living_natural_kinds,l_1_chickencow_3,5,chicken_to_cow_app_new_comp_preserved,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,The thing after the special operation is neither a chicken nor a cow.,unsure,The thing after the special procedure is a cow.,cow
living_natural_kinds,l_1_chickencow_4,1,chicken_to_cow_app_new_comp_changed,chicken_to_cow,chicken,cow,new,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,A cow.,cow,The thing after the special operation is a cow.,cow
living_natural_kinds,l_1_chickencow_4,2,chicken_to_cow_app_new_comp_changed,chicken_to_cow,chicken,cow,new,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,The thing after the special operation is a cow.,cow,The thing is a cow.,cow
living_natural_kinds,l_1_chickencow_4,3,chicken_to_cow_app_new_comp_changed,chicken_to_cow,chicken,cow,new,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,The thing is a cow.,cow,The thing after the special operation is a cow.,cow
living_natural_kinds,l_1_chickencow_4,4,chicken_to_cow_app_new_comp_changed,chicken_to_cow,chicken,cow,new,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,"Most likely, the thing after the special operation is a cow.",cow,"After the special procedure, the thing is a cow.",cow
living_natural_kinds,l_1_chickencow_4,5,chicken_to_cow_app_new_comp_changed,chicken_to_cow,chicken,cow,new,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,The thing after the operation is a cow.,cow,The thing after the special operation is a cow.,cow
living_natural_kinds,l_2_chickenw_1,1,chicken_to_worm_app_original_comp_preserved,chicken_to_worm,chicken,worm,original,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,A worm.,worm,"The thing after the special procedure is not a chicken or a worm, but something else entirely.",unsure
living_natural_kinds,l_2_chickenw_1,2,chicken_to_worm_app_original_comp_preserved,chicken_to_worm,chicken,worm,original,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"After the special operation, the thing is neither a chicken nor a worm, but something in-between.",unsure,The thing after the special procedure is a chicken.,chicken
living_natural_kinds,l_2_chickenw_1,3,chicken_to_worm_app_original_comp_preserved,chicken_to_worm,chicken,worm,original,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"There is no right answer to this question since it depends on how you define ""chicken"" and ""worm."" If you consider anything that is made of flesh, bone, cartilage, feathers, and other tissues to be a chicken,",unsure,"After the special operation, the thing is a chicken.",chicken
living_natural_kinds,l_2_chickenw_1,4,chicken_to_worm_app_original_comp_preserved,chicken_to_worm,chicken,worm,original,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,The thing after the special operation would be a worm.,worm,The thing after the Special Operation is a Worm.,worm
living_natural_kinds,l_2_chickenw_1,5,chicken_to_worm_app_original_comp_preserved,chicken_to_worm,chicken,worm,original,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"There is no right answer to this question. It depends on how you define ""chicken"" and ""worm."" If you consider the thing after the special operation to be a chicken because it is made of many of the same tissues as a",unsure,The thing after the special procedure is a chicken.,chicken
living_natural_kinds,l_2_chickenw_2,1,chicken_to_worm_app_original_comp_changed,chicken_to_worm,chicken,worm,original,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,A worm.,worm,The thing after the operation is a worm.,worm
living_natural_kinds,l_2_chickenw_2,2,chicken_to_worm_app_original_comp_changed,chicken_to_worm,chicken,worm,original,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"This is a difficult question to answer. If the thing after the special operation is only made of muscle, skin, connective tissue, and an internal digestive system, then it is probably a worm. However, if the thing after the special",unsure,"Since the thing after the operation only has muscles, skin, connective tissue, and an internal digestive system, it is most likely a worm.",worm
living_natural_kinds,l_2_chickenw_2,3,chicken_to_worm_app_original_comp_changed,chicken_to_worm,chicken,worm,original,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,A worm.,worm,"The thing after the special operation would be considered a worm, since it is missing many of the key characteristics that define a chicken.",worm
living_natural_kinds,l_2_chickenw_2,4,chicken_to_worm_app_original_comp_changed,chicken_to_worm,chicken,worm,original,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,A worm.,worm,The thing after the special procedure is a worm.,worm
living_natural_kinds,l_2_chickenw_2,5,chicken_to_worm_app_original_comp_changed,chicken_to_worm,chicken,worm,original,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"The thing after the operation would be considered a worm, since it is missing many of the characteristics of a chicken.",worm,The thing after the special procedure is a worm.,worm
living_natural_kinds,l_2_chickenw_3,1,chicken_to_worm_app_new_comp_preserved,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,A worm.,worm,"The thing after the special operation is a worm, not a chicken.",worm
living_natural_kinds,l_2_chickenw_3,2,chicken_to_worm_app_new_comp_preserved,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,The thing after the special operation is a worm.,worm,The thing after the special operation is a worm.,worm
living_natural_kinds,l_2_chickenw_3,3,chicken_to_worm_app_new_comp_preserved,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,A worm.,worm,The thing after the special operation is a worm.,worm
