,paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,bloom_prompt_question1_1,bloom_response_question_1_1
105,barton_and_komatsu_1997,1,17,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,still be gold
105,barton_and_komatsu_1997,1,18,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,not. What
105,barton_and_komatsu_1997,1,19,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,", but I"
105,barton_and_komatsu_1997,1,20,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,. If you
105,barton_and_komatsu_1997,1,21,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,still be gold
105,barton_and_komatsu_1997,1,22,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,be but I
105,barton_and_komatsu_1997,1,23,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,not be gold
105,barton_and_komatsu_1997,1,24,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,not be gold
105,barton_and_komatsu_1997,1,25,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,not be gold
105,barton_and_komatsu_1997,1,26,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,be just a
105,barton_and_komatsu_1997,1,27,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,still be gold
105,barton_and_komatsu_1997,1,28,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,"be, but"
105,barton_and_komatsu_1997,1,29,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,be but I'm
105,barton_and_komatsu_1997,1,30,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,still be gold
105,barton_and_komatsu_1997,1,31,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,be the same
105,barton_and_komatsu_1997,1,32,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,be something else
105,barton_and_komatsu_1997,1,33,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,"be gold,"
105,barton_and_komatsu_1997,1,34,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,be more correct
105,barton_and_komatsu_1997,1,35,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,be gold because
105,barton_and_komatsu_1997,1,36,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,"be, but"
105,barton_and_komatsu_1997,1,37,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,be just like
105,barton_and_komatsu_1997,1,38,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,", but I'm"
105,barton_and_komatsu_1997,1,39,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,"be, but"
105,barton_and_komatsu_1997,1,40,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,be wrong to
105,barton_and_komatsu_1997,1,41,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,be. I
105,barton_and_komatsu_1997,1,42,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,. But is
105,barton_and_komatsu_1997,1,43,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,still be gold
105,barton_and_komatsu_1997,1,44,transformation,molecular,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),True,gold_changed_in_molecule,Question,categorization,Would gold still be gold if it were in all ways like gold except that it was not atomic number 79?,A thing that is in all ways like gold except that it was not atomic number 79 is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Question Would gold still be gold if it were in all ways like gold except that it was not atomic number 79? I think it would,still be gold
