,paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,bloom_prompt_question1_1,bloom_response_question_1_1
14,rose_nichols_2020,2,11,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher clock ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time. Is the thing after the special operation a clock or a hotplate? I think it is a",clock because
14,rose_nichols_2020,2,12,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher clock ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time. Is the thing after the special operation a clock or a hotplate? I think it is a",hotplate
14,rose_nichols_2020,2,13,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher clock ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time. Is the thing after the special operation a clock or a hotplate? I think it is a",clock.
14,rose_nichols_2020,2,14,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher clock ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time. Is the thing after the special operation a clock or a hotplate? I think it is a",clock because
14,rose_nichols_2020,2,15,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher clock ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time. Is the thing after the special operation a clock or a hotplate? I think it is a",hotplate
14,rose_nichols_2020,2,16,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher clock ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time. Is the thing after the special operation a clock or a hotplate? I think it is a",clock because
14,rose_nichols_2020,2,17,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher clock ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time. Is the thing after the special operation a clock or a hotplate? I think it is a",clock.
14,rose_nichols_2020,2,18,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher clock ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time. Is the thing after the special operation a clock or a hotplate? I think it is a",clock because
14,rose_nichols_2020,2,19,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher clock ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time. Is the thing after the special operation a clock or a hotplate? I think it is a",clock.
14,rose_nichols_2020,2,20,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher clock ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time. Is the thing after the special operation a clock or a hotplate? I think it is a",clock because
14,rose_nichols_2020,2,21,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher clock ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time. Is the thing after the special operation a clock or a hotplate? I think it is a",clock because
14,rose_nichols_2020,2,22,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher clock ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time. Is the thing after the special operation a clock or a hotplate? I think it is a",clock.
14,rose_nichols_2020,2,23,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher clock ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time. Is the thing after the special operation a clock or a hotplate? I think it is a",clock because
14,rose_nichols_2020,2,24,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher clock ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time. Is the thing after the special operation a clock or a hotplate? I think it is a",hotplate
14,rose_nichols_2020,2,25,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher clock ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time. Is the thing after the special operation a clock or a hotplate? I think it is a",clock because
14,rose_nichols_2020,2,26,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher clock ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t heat up. Instead, it only told time. Is the thing after the special operation a clock or a hotplate? I think it is a",clock because
