Unnamed: 0,paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,bloom_prompt_question1_1,bloom_response_question_1_1
52,gelman_wellman_1991,3,11,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,cow_raised_by_pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,"Would Edith say ""moo"" or say ""oink""?","Between ""moo"" and ""oink"", Edith will say",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow. When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly? I think it was",curly
52,gelman_wellman_1991,3,12,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,cow_raised_by_pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,"Would Edith say ""moo"" or say ""oink""?","Between ""moo"" and ""oink"", Edith will say",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow. When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly? I think it was",curly
52,gelman_wellman_1991,3,13,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,cow_raised_by_pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,"Would Edith say ""moo"" or say ""oink""?","Between ""moo"" and ""oink"", Edith will say",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow. When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly? I think it was","straight,"
52,gelman_wellman_1991,3,14,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,cow_raised_by_pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,"Would Edith say ""moo"" or say ""oink""?","Between ""moo"" and ""oink"", Edith will say",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow. When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly? I think it was",curly
52,gelman_wellman_1991,3,15,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,cow_raised_by_pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,"Would Edith say ""moo"" or say ""oink""?","Between ""moo"" and ""oink"", Edith will say",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow. When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly? I think it was",curly
52,gelman_wellman_1991,3,16,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,cow_raised_by_pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,"Would Edith say ""moo"" or say ""oink""?","Between ""moo"" and ""oink"", Edith will say",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow. When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly? I think it was",curly
52,gelman_wellman_1991,3,17,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,cow_raised_by_pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,"Would Edith say ""moo"" or say ""oink""?","Between ""moo"" and ""oink"", Edith will say",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow. When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly? I think it was",curly
52,gelman_wellman_1991,3,18,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,cow_raised_by_pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,"Would Edith say ""moo"" or say ""oink""?","Between ""moo"" and ""oink"", Edith will say",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow. When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly? I think it was",straight.
52,gelman_wellman_1991,3,19,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,cow_raised_by_pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,"Would Edith say ""moo"" or say ""oink""?","Between ""moo"" and ""oink"", Edith will say",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow. When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly? I think it was",straight.
52,gelman_wellman_1991,3,20,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,cow_raised_by_pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,"Would Edith say ""moo"" or say ""oink""?","Between ""moo"" and ""oink"", Edith will say",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow. When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly? I think it was",curly
52,gelman_wellman_1991,3,21,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,cow_raised_by_pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,"Would Edith say ""moo"" or say ""oink""?","Between ""moo"" and ""oink"", Edith will say",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow. When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly? I think it was",curly
52,gelman_wellman_1991,3,22,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,cow_raised_by_pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,"Would Edith say ""moo"" or say ""oink""?","Between ""moo"" and ""oink"", Edith will say",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow. When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly? I think it was",curly
52,gelman_wellman_1991,3,23,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,cow_raised_by_pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,"Would Edith say ""moo"" or say ""oink""?","Between ""moo"" and ""oink"", Edith will say",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow. When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly? I think it was",curly
52,gelman_wellman_1991,3,24,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,cow_raised_by_pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,"Would Edith say ""moo"" or say ""oink""?","Between ""moo"" and ""oink"", Edith will say",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow. When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly? I think it was",curly
52,gelman_wellman_1991,3,25,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,cow_raised_by_pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,"Would Edith say ""moo"" or say ""oink""?","Between ""moo"" and ""oink"", Edith will say",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow. When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly? I think it was",curly
52,gelman_wellman_1991,3,26,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,cow_raised_by_pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,"Would Edith say ""moo"" or say ""oink""?","Between ""moo"" and ""oink"", Edith will say",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow. When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly? I think it was","straight,"
52,gelman_wellman_1991,3,27,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,cow_raised_by_pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,"Would Edith say ""moo"" or say ""oink""?","Between ""moo"" and ""oink"", Edith will say",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow. When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly? I think it was",curly
