,Unnamed: 0,paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,bloom_prompt_question1_1,bloom_response_question_1_1
10,20,rose_nichols_2020,3,11,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),False,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",hot plate
11,20,rose_nichols_2020,3,12,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),False,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",hot plate
12,20,rose_nichols_2020,3,13,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),False,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",clock.
13,20,rose_nichols_2020,3,14,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),False,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",hot plate
14,20,rose_nichols_2020,3,15,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),False,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",hot plate
15,20,rose_nichols_2020,3,16,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),False,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",hot plate
16,20,rose_nichols_2020,3,17,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),False,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",hot plate
17,20,rose_nichols_2020,3,18,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),False,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",hot plate
18,20,rose_nichols_2020,3,19,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),False,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",clock because
19,20,rose_nichols_2020,3,20,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),False,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",clock.
20,20,rose_nichols_2020,3,21,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),False,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",clock.
21,20,rose_nichols_2020,3,22,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),False,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",hot plate
