,Unnamed: 0,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,bloom_response_question_1,bloom_response_question_2
10,2,non_living_natural_kinds,nl_1_lc_3,1,lightning_to_cloud_app_original_comp_changed_purpose_preserved,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,"cloud.
Question 2 :","cloud.

A:

Yes"
11,2,non_living_natural_kinds,nl_1_lc_3,2,lightning_to_cloud_app_original_comp_changed_purpose_preserved,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,cloud because it doesn’t produce,cloud. The lightning is
12,2,non_living_natural_kinds,nl_1_lc_3,3,lightning_to_cloud_app_original_comp_changed_purpose_preserved,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,a cloud. You see,cloud. Because the thing
13,2,non_living_natural_kinds,nl_1_lc_3,4,lightning_to_cloud_app_original_comp_changed_purpose_preserved,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,"a cloud.

A:","cloud.
Lightning is"
14,2,non_living_natural_kinds,nl_1_lc_3,5,lightning_to_cloud_app_original_comp_changed_purpose_preserved,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,a cloud because it is,"a cloud, not lightning"
15,3,non_living_natural_kinds,nl_1_lc_4,1,lightning_to_cloud_app_original_comp_changed_purpose_changed,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,cloud. Lightning is a,cloud because it is not
16,3,non_living_natural_kinds,nl_1_lc_4,2,lightning_to_cloud_app_original_comp_changed_purpose_changed,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,"cloud.
Answer: The",lightning because the thing after
17,3,non_living_natural_kinds,nl_1_lc_4,3,lightning_to_cloud_app_original_comp_changed_purpose_changed,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,a cloud. The thing,"cloud, because after the"
18,3,non_living_natural_kinds,nl_1_lc_4,4,lightning_to_cloud_app_original_comp_changed_purpose_changed,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,"cloud. Because, it","lightning.
Some very talent"
19,3,non_living_natural_kinds,nl_1_lc_4,5,lightning_to_cloud_app_original_comp_changed_purpose_changed,lightning_to_cloud,lightning,cloud,original,lightning,changed,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,a cloud. It is,a cloud. The procedure
20,4,non_living_natural_kinds,nl_1_lc_5,1,lightning_to_cloud_app_new_comp_preserved_purpose_preserved,lightning_to_cloud,lightning,cloud,new,cloud,preserved,lightning,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,a cloud. Because,cloud because it is made
21,4,non_living_natural_kinds,nl_1_lc_5,2,lightning_to_cloud_app_new_comp_preserved_purpose_preserved,lightning_to_cloud,lightning,cloud,new,cloud,preserved,lightning,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,lightning. Because it is,lightning. As you said
22,4,non_living_natural_kinds,nl_1_lc_5,3,lightning_to_cloud_app_new_comp_preserved_purpose_preserved,lightning_to_cloud,lightning,cloud,new,cloud,preserved,lightning,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,a cloud. We can,a cloud. Because it
23,4,non_living_natural_kinds,nl_1_lc_5,4,lightning_to_cloud_app_new_comp_preserved_purpose_preserved,lightning_to_cloud,lightning,cloud,new,cloud,preserved,lightning,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,a cloud. Why?,lightning. The reason is
24,4,non_living_natural_kinds,nl_1_lc_5,5,lightning_to_cloud_app_new_comp_preserved_purpose_preserved,lightning_to_cloud,lightning,cloud,new,cloud,preserved,lightning,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t produce precipitation. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,both. It is a,lightning because I think the
25,5,non_living_natural_kinds,nl_1_lc_6,1,lightning_to_cloud_app_new_comp_preserved_purpose_changed,lightning_to_cloud,lightning,cloud,new,cloud,preserved,lightning,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,cloud. A cloud is,"lightning.
Explanation:"
26,5,non_living_natural_kinds,nl_1_lc_6,2,lightning_to_cloud_app_new_comp_preserved_purpose_changed,lightning_to_cloud,lightning,cloud,new,cloud,preserved,lightning,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,lightning. The thing after,"a cloud, because it"
27,5,non_living_natural_kinds,nl_1_lc_6,3,lightning_to_cloud_app_new_comp_preserved_purpose_changed,lightning_to_cloud,lightning,cloud,new,cloud,preserved,lightning,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,cloud. It is made,a cloud. The special
28,5,non_living_natural_kinds,nl_1_lc_6,4,lightning_to_cloud_app_new_comp_preserved_purpose_changed,lightning_to_cloud,lightning,cloud,new,cloud,preserved,lightning,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only produced precipitation.",Is the thing after the special operation lightning or a cloud?,The thing after the special operation is,a cloud. The thing,"cloud.
Question 2: Question"
