,Unnamed: 0,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,bloom_response_question_1,bloom_response_question_2
10,98,living_natural_kinds,l_1_chickencow_3,1,chicken_to_cow_app_original_comp_changed_purpose_preserved,chicken_to_cow,chicken,cow,original,chicken,changed,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a chicken. After all,a chicken because it looks
11,98,living_natural_kinds,l_1_chickencow_3,2,chicken_to_cow_app_original_comp_changed_purpose_preserved,chicken_to_cow,chicken,cow,original,chicken,changed,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a cow because the thing,"a chicken, because it"
12,98,living_natural_kinds,l_1_chickencow_3,3,chicken_to_cow_app_original_comp_changed_purpose_preserved,chicken_to_cow,chicken,cow,original,chicken,changed,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a cow because it is,a chicken because it looks
13,98,living_natural_kinds,l_1_chickencow_3,4,chicken_to_cow_app_original_comp_changed_purpose_preserved,chicken_to_cow,chicken,cow,original,chicken,changed,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a cow. Because the,a chicken. Because a
14,98,living_natural_kinds,l_1_chickencow_3,5,chicken_to_cow_app_original_comp_changed_purpose_preserved,chicken_to_cow,chicken,cow,original,chicken,changed,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,both a chicken and a,not a chicken because it
15,99,living_natural_kinds,l_1_chickencow_4,1,chicken_to_cow_app_original_comp_changed_purpose_changed,chicken_to_cow,chicken,cow,original,chicken,changed,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef. ",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,"a chicken.
Question 2:",a cow. I think
16,99,living_natural_kinds,l_1_chickencow_4,2,chicken_to_cow_app_original_comp_changed_purpose_changed,chicken_to_cow,chicken,cow,original,chicken,changed,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef. ",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a cow. Because it,a chicken. Because if
17,99,living_natural_kinds,l_1_chickencow_4,3,chicken_to_cow_app_original_comp_changed_purpose_changed,chicken_to_cow,chicken,cow,original,chicken,changed,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef. ",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,"chicken, because the thing",a cow. Because the
18,99,living_natural_kinds,l_1_chickencow_4,4,chicken_to_cow_app_original_comp_changed_purpose_changed,chicken_to_cow,chicken,cow,original,chicken,changed,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef. ",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,both. I think the,a chicken because the thing
19,99,living_natural_kinds,l_1_chickencow_4,5,chicken_to_cow_app_original_comp_changed_purpose_changed,chicken_to_cow,chicken,cow,original,chicken,changed,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef. ",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a cow. The word,a cow because it looks
20,100,living_natural_kinds,l_1_chickencow_5,1,chicken_to_cow_app_new_comp_preserved_purpose_preserved,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a chicken. Because the,a cow. It looks
21,100,living_natural_kinds,l_1_chickencow_5,2,chicken_to_cow_app_new_comp_preserved_purpose_preserved,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a chicken because the thing,a chicken. They just
22,100,living_natural_kinds,l_1_chickencow_5,3,chicken_to_cow_app_new_comp_preserved_purpose_preserved,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a chicken because the thing,"not a cow, but"
23,100,living_natural_kinds,l_1_chickencow_5,4,chicken_to_cow_app_new_comp_preserved_purpose_preserved,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a chicken because the thing,"a chicken, because it"
24,100,living_natural_kinds,l_1_chickencow_5,5,chicken_to_cow_app_new_comp_preserved_purpose_preserved,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,"both.
The very first",both a chicken and a
25,101,living_natural_kinds,l_1_chickencow_6,1,chicken_to_cow_app_new_comp_preserved_purpose_changed,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a chicken. Because the,both a chicken and a
26,101,living_natural_kinds,l_1_chickencow_6,2,chicken_to_cow_app_new_comp_preserved_purpose_changed,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,both a chicken and a,"not a chicken, because"
27,101,living_natural_kinds,l_1_chickencow_6,3,chicken_to_cow_app_new_comp_preserved_purpose_changed,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a cow. I can,a chicken because it is
28,101,living_natural_kinds,l_1_chickencow_6,4,chicken_to_cow_app_new_comp_preserved_purpose_changed,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,a chicken. Because the,"a cow, but I"
29,101,living_natural_kinds,l_1_chickencow_6,5,chicken_to_cow_app_new_comp_preserved_purpose_changed,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is,"a chicken, because the",a cow. But I
