Unnamed: 0,paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,gpt3_response_question_1_1,gpt3_response_question_1_2,categorization_rating
10,rose_nichols_2020,2,11,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,The thing after the special operation is a hotplate.,"The thing after the special operation does not retain the true purpose of clocks. Clocks are meant to tell time, and the thing after the special operation only heats up.",hotplate
11,rose_nichols_2020,2,12,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,"It depends on how you define a clock. If you define a clock as a device that tells time, then the thing after the special operation is not a clock. However, if you define a clock as a device that has a face with numbers on it, then the thing after the special operation is still a clock, even though it doesn't tell time.","No, the thing after the special operation does not retain the true purpose of clocks, which is to tell time.",clock
12,rose_nichols_2020,2,13,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of clocks. It is now a hotplate, and its purpose is to heat up.",hotplate
13,rose_nichols_2020,2,14,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of clocks. It can no longer tell time.",hotplate
14,rose_nichols_2020,2,15,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,The thing after the special procedure is a hotplate.,"The thing after the special operation does not retain the true purpose of clocks. This is because clocks are designed to tell time, and the thing after the special operation is not able to do this.",hotplate
15,rose_nichols_2020,2,16,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,"A clock is defined as an instrument used to measure, keep, and indicate time, and a hotplate is defined as an appliance with a flat surface on which to cook food. The thing after the special operation is a hotplate because it has a flat surface and can be used to cook food.","No, it does not retain the original purpose of a clock. A clock is originally designed to measure and keep time, but the thing after the special operation only heats up.",hotplate
16,rose_nichols_2020,2,17,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,A hotplate.,"No, it does not retain the true purpose of clocks.",hotplate
17,rose_nichols_2020,2,18,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,It is a hotplate.,"No, the thing after the special operation is just a hotplate.",hotplate
18,rose_nichols_2020,2,19,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,It is a hotplate.,"No, the thing after the special operation does not retain the true purpose of clocks. Clocks are meant to tell time, and the thing after the special operation can only heat up.",hotplate
19,rose_nichols_2020,2,20,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of clocks.",hotplate
20,rose_nichols_2020,2,21,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of clocks.",hotplate
21,rose_nichols_2020,2,22,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of clocks. Its original purpose was to tell time, but after the special operation, it only heats up.",hotplate
22,rose_nichols_2020,2,23,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,"No, the thing after the special operation is not a clock or a hotplate.","The thing after the special operation does not retain the true purpose of clocks. Clocks are meant to tell time, and the thing after the special operation does not do that.","No, the thing after"
23,rose_nichols_2020,2,24,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,"The thing after the special operation is a hotplate, not a clock.","No, the thing after the special operation does not retain the true purpose of clocks. Clocks are designed to tell time, while hotplates are designed to generate heat.",hotplate
24,rose_nichols_2020,2,25,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,The thing after the special procedure is a hotplate.,"No, the thing after the special procedure does not retain the true purpose of clocks. Clocks are meant to tell time, while hotplates are meant to heat up.",hotplate
25,rose_nichols_2020,2,26,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,It is a hotplate.,"No, it does not.",hotplate
26,rose_nichols_2020,2,27,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of clocks. Clocks are designed to tell time, while hotplates are designed to generate heat.",hotplate
27,rose_nichols_2020,2,28,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of clocks.",hotplate
28,rose_nichols_2020,2,29,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,It is a hotplate.,"No, the thing after the special operation is not a clock. Clocks are meant to tell time, and the thing after the special operation only heats up, it does not tell time.",hotplate
29,rose_nichols_2020,2,30,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,The thing after the special operation is a hotplate.,"No, the thing after the special operation does not retain the true purpose of clocks. Clocks are meant to tell time, and the thing after the special operation only heats up.",hotplate
30,rose_nichols_2020,2,31,transformation,inside_removal,"2*(telos: preserved, changed) x 3*(kind: clock, hummingbird, coal) ANOVA ",glm(response ~ telos*kind),False,clock_telo_changed,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a clock. They decide to remove the insides of the clock and replace them with the insides from a hotplate. After the special procedure, the insides were changed but it still looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a clock or a hotplate?,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of clocks?,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher hotplate ratings on purpose changed.,It is a hotplate.,"The thing after the special operation does not retain the true purpose of clocks. A clock is supposed to tell time, but the thing after the special operation only heats up.",hotplate
