Unnamed: 0,paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,gpt3_response_question_1_1,gpt3_response_question_1_2,categorization_rating
10,rose_nichols_2019,1,11,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,The thing after the special operation is a bee.,"The thing after the special operation does not retain the true purpose of bees. While it still pollinates flowers and produces honey, it no longer has the ability to fly or spin webs to catch insects.",bee
11,rose_nichols_2019,1,12,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,"This thing is neither a bee nor a spider, but something in between. It has the characteristics of both animals, but is not quite either one.","No, the thing after the special operation does not retain the true purpose of bees.",hybrid
12,rose_nichols_2019,1,13,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,The thing after the special operation is a bee-spider hybrid.,"Yes, the thing after the special operation retains the true purpose of bees.",bee-spider hybrid
13,rose_nichols_2019,1,14,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,The thing after the special operation is a hybrid of a bee and spider.,The thing after the special operation does not retain the true purpose of bees because it no longer spins webs to catch insects and eat them.,hybrid
14,rose_nichols_2019,1,15,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,"The thing after the special operation is a bee, even though it has some spider-like qualities.","Yes, the thing after the special operation does retain the true purpose of bees.",bee
15,rose_nichols_2019,1,16,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,The thing after the special operation is a bee.,"Yes, the thing after the special operation retains the true purpose of bees.",bee
16,rose_nichols_2019,1,17,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,"The thing after the special operation would be considered a bee, as it still possesses the bee's ability to pollinate flowers and produce honey.","The thing after the special operation does not retain the original purpose of bees, which is to pollinate flowers and produce honey.",bee
17,rose_nichols_2019,1,18,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,The thing after the special operation is a bee.,"The thing after the special operation does not retain the true purpose of bees, as it can no longer perform all the functions that bees typically perform. However, it does retain the ability to pollinate flowers and produce honey, which are two important functions of bees.",bee
18,rose_nichols_2019,1,19,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,The thing after the special operation is a bee.,"The thing after the special operation does not retain the original purpose of bees. While bees are normally used for pollination and honey-making, the thing after the special operation was only able to perform these tasks. It did not have the ability to spin webs and eat insects like a spider.",bee
19,rose_nichols_2019,1,20,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,It is a bee that has been modified to look and behave like a spider.,"Yes, the thing after the special operation still has the true purpose of bees, which is to pollinate flowers and make honey.",bee-spider
20,rose_nichols_2019,1,21,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,The thing after the special operation is a bee.,The thing after the special operation does not retain the true purpose of bees.,bee
21,rose_nichols_2019,1,22,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,"The thing after the special operation is neither a bee nor spider, but something in between.","The thing after the special operation does not retain the true purpose of bees, but it still performs some of the same functions.",hybrid
22,rose_nichols_2019,1,23,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,The thing after the special operation is a bee.,The thing after the special operation does not retain the true purpose of bees.,bee
23,rose_nichols_2019,1,24,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,The thing after the special operation is a bee.,"The thing after the special operation does not retain the true purpose of bees. Instead, it only pollinates flowers and makes honey.",bee
24,rose_nichols_2019,1,25,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,The thing after the special operation is a bee.,The thing after the special operation does not retain the true purpose of bees.,bee
25,rose_nichols_2019,1,26,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,"It is debatable whether the thing after the special operation is a bee or spider. While it retaining some bee characteristics, such as its ability to pollinate flowers, it also exhibits spider-like qualities, such as its long legs and web-making ability. Ultimately, it depends on how you define a bee or spider.","No, the thing after the special operation does not retain the true purpose of bees. While it can still pollinate flowers and produce honey, it is no longer able to perform other vital bee tasks, such as gathering nectar and making wax.",hybrid
26,rose_nichols_2019,1,27,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,The thing after the special operation is a bee.,"No, the thing after the special operation does not retain the true purpose of bees.",bee
27,rose_nichols_2019,1,28,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,"After the special operation, the thing is a bee-spider hybrid.","The thing after the special operation still has the purpose of pollinating flowers and making honey. However, it no longer has the ability to fly or spin webs.",hybrid
28,rose_nichols_2019,1,29,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,The thing after the special operation is neither a bee nor a spider. It is a hybrid creature that has been altered by Suzy and Andy.,The thing after the special operation does not retain the true purpose of bees. It has been altered to be a hybrid creature that pollinates flowers and makes honey.,hybrid
29,rose_nichols_2019,1,30,transformation,superficial,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider? ,"After the special operation, the thing is a",purpose,Does the thing after the special operation retain the true purpose of bees? ,The thing after the special operation has the true purpose of,,,,,,,,,,,,,,,,,There will be a difference between purpose changed and purpose preserved on category ratings with higher bee ratings on purpose preserved.,It's a spider.,"No, the thing after the special operation does not spin webs to catch insects and eat them.",spider
