paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,gpt3_response_question_1_1,gpt3_response_question_2_1,categorization_rating
gelman_wellman_1991,2,16,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"If you take out the white part of the banana and all you are left with is the peel, then technically it is still a banana. However, it would not be very edible.","If the banana is upside down, it is still technically a banana. However, it would be difficult to eat in that position.",maybe
gelman_wellman_1991,2,17,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it would no longer be considered a banana.","No, it would no longer be considered a banana.",no
gelman_wellman_1991,2,18,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it would not technically be a ""banana"" anymore, since the inside part is what makes it a banana. However, you would be left with the banana peel, which can still be used for various purposes.","Yes, it is still a banana.",maybe
gelman_wellman_1991,2,19,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it would not be considered a banana anymore.","Yes, it would still be considered a banana.",no
gelman_wellman_1991,2,20,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it would not be considered a banana anymore.","Yes, it would still be considered a banana.",no
gelman_wellman_1991,2,21,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it is not a banana.","No, the banana would be considered upside down and would no longer be a banana.",no
gelman_wellman_1991,2,22,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it would just be the peel.","Yes, it would still be a banana.",no
gelman_wellman_1991,2,23,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it's not a banana anymore.","Yes, it's still a banana.",no
gelman_wellman_1991,2,24,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"If by ""stuff"" you mean the banana's pulp and seeds, then no, it would not be a banana. The banana's peel would be left behind, but that alone is not a banana.","Yes, it would still be a banana. The position of the banana does not change what it is.",no
gelman_wellman_1991,2,25,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,No,Yes,no
gelman_wellman_1991,2,26,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it's not a banana.","No, it's not a banana.",no
gelman_wellman_1991,2,27,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it would not be a banana anymore.","No, it would not be a banana anymore.",no
gelman_wellman_1991,2,28,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it would not be considered a banana anymore.","No, it would not be considered a banana anymore.",no
gelman_wellman_1991,2,29,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"The answer to this question depends on how you define a ""banana."" If you consider a banana to be the fruit that is typically found inside the yellow peel, then taking out the white flesh would result in something that is no longer a banana. However, if you simply consider a banana to be the yellow peel, then taking out the white flesh would not make a difference and it would still be considered a banana.","Yes, it is still a banana.",maybe
gelman_wellman_1991,2,30,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it is not a banana.","No, it is not a banana.",no
gelman_wellman_1991,2,31,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it is not still a banana.","No, the banana is not still a banana if it is turned upside down.",no
gelman_wellman_1991,2,32,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"Yes, it is still a banana.","Yes, it is still a banana.",yes
gelman_wellman_1991,2,33,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it would no longer be a banana.","Yes, it would still be a banana.",no
gelman_wellman_1991,2,34,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,NO,No,no
gelman_wellman_1991,2,35,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it would no longer be a banana.","Yes, it would still be a banana.",no
gelman_wellman_1991,2,36,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it is not a banana.","Yes, it is still a banana.",no
gelman_wellman_1991,2,37,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it is not still a banana.","No, the banana is not still a banana if it turns upside down.",no
gelman_wellman_1991,2,38,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it would not be a banana anymore.","Yes, the banana would still be a banana if it were turned upside down.",no
gelman_wellman_1991,2,39,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it is not a banana.","No, it is not a banana.",no
gelman_wellman_1991,2,40,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it would no longer be a banana.","Yes, the banana would still be a banana if it were turned upside down.",no
gelman_wellman_1991,2,41,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it would not be considered a banana anymore.","Yes, the banana would still be considered a banana even if it were turned upside down.",no
gelman_wellman_1991,2,42,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it would not be considered a banana anymore. Bananas are defined by their inner flesh, which is eaten as fruit. Without this, the banana would just be an inedible peel.","It would depend on how you defined ""banana"". If you simply defined a banana as ""a fruit with a yellow peel"", then yes, it would still be a banana. However, if you defined a banana as ""a fruit with a yellow peel and white fleshy interior"", then no, it would not be a banana anymore.",no
gelman_wellman_1991,2,43,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it would not be a banana.","Yes, it would still be a banana.",no
gelman_wellman_1991,2,44,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_inside_removed,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.,"No, it's not a banana anymore.","Yes, the banana is still a banana even if it is upside down.",no
