paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,gpt3_response_question_1_1,gpt3_response_question_1_2,gpt3_response_question_1_3,gpt3_response_question_1_4,categorization_rating_question_1_4
hampton_2007,3,21,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.",The animal was more typical of a horse before it changed.,The animal was more likely to be a horse before it changed.,The animal was more typical of a zebra after it changed.,The animal was more likely to be a zebra after it changed.,zebra
hampton_2007,3,22,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.",The animal was more typical of a horse before it changed.,"There is no definitive answer to this question since it is impossible to know exactly what the animal's characteristics were before it began to change. However, based on the description given, it is more likely that the animal was a horse before it changed.",The animal was more typical of a zebra after it changed.,The animal was more likely to be a zebra after it changed.,zebra
hampton_2007,3,23,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.",The animal was more typical of a horse before it changed.,"There is no way to know for sure, but it is more likely that the animal was a horse before it changed.","After it changed, the animal was more typical of a zebra.","There is no way to know for sure, but it is more likely that the animal was a zebra after it changed.",zebra
hampton_2007,3,24,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.","Before it changed, the animal was more typical of a horse.","Before it changed, the animal was more likely to be a horse.","After it changed, the animal was more typical of a zebra.","After it changed, the animal was more likely to be a zebra.",zebra
hampton_2007,3,25,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.","Before it changed, the animal was more typical of a horse.","There is no definitive answer to this question since it is impossible to know exactly what the animal's genetics were before it began to change. However, if we assume that the animal was originally a horse, then it is more likely that the animal would have been a horse before it changed.","After it changed, the animal was more typical of a zebra.","There is no definitive answer to this question since it is impossible to know exactly what the animal's genetics were after it began to change. However, if we assume that the animal originally was a horse, then it is more likely that the animal would be a zebra after it changed.",zebra
hampton_2007,3,26,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.","The animal was originally more typical of a horse, but over time it changed to be more like a zebra in appearance and behavior.","It is impossible to say for certain, as we do not know the level of toxic contamination of the animal's environment. If the level of contamination was low, then the animal would be more likely to be a horse. If the level of contamination was high, then the animal would be more likely to be a zebra.","After it changed, the animal was more typical of a zebra.","It is impossible to say for certain, as we do not know the level of toxic contamination of the animal's environment. If the level of contamination was low, then the animal would be more likely to be a horse. If the level of contamination was high, then the animal would be more likely to be a zebra.",unsure
hampton_2007,3,27,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.",The animal was more typical of a horse before it changed.,The animal was more likely to be a horse before it changed.,The animal was more typical of a zebra after it changed.,The animal was more likely to be a zebra after it changed.,zebra
hampton_2007,3,28,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.",The animal was more typical of a horse before it changed.,The animal was more likely to be a horse before it changed.,The animal was more typical of a zebra after it changed.,"After it changed, the animal was more likely to be a zebra.",zebra
hampton_2007,3,29,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.",The animal was more typical of a horse.,"It is more likely that the animal was a horse, as it looked and acted like one before it began to change.",The animal was more typical of a zebra.,"It is more likely that the animal was a zebra, as it looked and acted like one after it changed.",zebra
hampton_2007,3,30,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.",The animal was more typical of a horse before it changed.,The animal was more likely to be a horse before it changed.,The animal was more typical of a zebra after it changed.,The animal was more likely to be a zebra after it changed.,zebra
hampton_2007,3,31,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.",The animal was more typical of a horse before it changed.,"Before it changed, the animal was more likely to be a horse rather than a zebra.",The animal was more typical of a zebra after it changed.,"After it changed, the animal was more likely to be a zebra.",zebra
hampton_2007,3,32,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.",The animal was more typical of a horse before it changed.,"There is no certain answer, as it depends on the environment and level of toxicity. If the environment was more like that of a horse, then the animal would be more likely to be a horse. If the environment was more like that of a zebra, then the animal would be more likely to be a zebra.",The animal was more typical of a zebra after it changed.,"There is no certain answer, as it depends on the environment and level of toxicity. If the environment was more like that of a horse, then the animal would be more likely to be a horse. If the environment was more like that of a zebra, then the animal would be more likely to be a zebra.",unsure
hampton_2007,3,33,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.","Before it changed, the animal was more typical of a horse.",There is not enough information provided to answer this question.,"After it changed, the animal was more typical of a zebra.",There is not enough information provided to answer this question.,unsure
hampton_2007,3,34,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.",The animal was more typical of a horse before it changed.,The animal was more likely to be a horse before it changed.,"After it changed, the animal was more typical of a zebra.","After it changed, the animal was more likely to be a zebra.",zebra
hampton_2007,3,35,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.",The animal was more typical of a horse before it changed.,"There is no definitive answer to this question since it is impossible to know definitively what the animal's original ""type"" was. However, based on its appearance and behavior before it changed, it is more likely that the animal was originally a horse.",The animal was more typical of a zebra after it changed.,"There is no definitive answer to this question since it is impossible to know definitively what the animal's original ""type"" was. However, based on its appearance and behavior after it changed, it is more likely that the animal is now a zebra.",zebra
hampton_2007,3,36,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.","Before it changed, the animal was more typical of a horse.","Although the animal may have looked and acted like a horse before it changed, it is more likely that it was a zebra. This is because zebras are the only animals that have the stripes that the animal in the scenario developed.","After it changed, the animal was more typical of a zebra.","Although the animal may have looked and acted like a zebra after it changed, it is more likely that it was a horse. This is because horses are the only animals that have the four legs and elongated head that the animal in the scenario had before it developed stripes.",horse
hampton_2007,3,37,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.","Before it changed, the animal was more typical of a horse.","It is impossible to say for certain, as we do not know the details of the toxic contamination or how it affected the animal. However, if we assume that the contamination caused the animal to change so that it became more like a zebra, then it is more likely that the animal was a horse before it changed.","After it changed, the animal was more typical of a zebra.","It is impossible to say for certain, as we do not know the details of the toxic contamination or how it affected the animal. However, if we assume that the contamination caused the animal to change so that it became more like a zebra, then it is more likely that the animal was a zebra after it changed.",zebra
hampton_2007,3,38,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.",The animal was more typical of a horse before it changed.,The animal was more likely to be a horse before it changed.,The animal was more typical of a zebra after it changed.,The animal was more likely to be a zebra after it changed.,zebra
hampton_2007,3,39,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.",The animal was more typical of a horse.,"The animal was more likely to be a horse before it changed, but after it changed, it was more likely to be a zebra.",The animal was more typical of a zebra after it changed.,The animal was more likely to be a zebra after it changed.,zebra
hampton_2007,3,40,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.","Before it changed, the animal was more typical of a horse.","There is no definitive answer to this question, as it depends on a number of factors, including the size and shape of the animal, the environment it lives in, and its behavior.","After it changed, the animal was more typical of a zebra.","There is no definitive answer to this question, as it depends on a number of factors, including the size and shape of the animal, the environment it lives in, and its behavior.",unsure
hampton_2007,3,41,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.","The animal started out more typical of a horse, but over time developed characteristics that made it more like a zebra.","The animal was more likely to be a horse before it changed, but after it developed characteristics that made it more like a zebra, it became more likely to be classified as a zebra.","After it changed, the animal was more typical of a zebra than a horse.",The animal was more likely to be a zebra after it changed.,zebra
hampton_2007,3,42,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),True,horse_mutated_to_zebra_offspring,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition.",The animal was more typical of a horse before it changed.,The animal was more likely to be a horse before it changed.,The animal was more typical of a zebra after it changed.,The animal was more likely to be a zebra after it changed.,zebra
