Unnamed: 0,paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,gpt3_response_question_1_1,categorization_rating
10,barton_and_komatsu_1997,1,11,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",A TV would still be a TV if it were in all ways like a TV except that it did not have visible picture.,yes
11,barton_and_komatsu_1997,1,12,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not be a TV if it did not have visible picture.",no
12,barton_and_komatsu_1997,1,13,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not still be a TV if it were in all ways like a TV except that it did not have visible picture.",no
13,barton_and_komatsu_1997,1,14,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not still be a TV if it were in all ways like a TV except that it did not have visible picture.",no
14,barton_and_komatsu_1997,1,15,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, it would not be a TV.",no
15,barton_and_komatsu_1997,1,16,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",A TV is still a TV if it has all the same components as a TV except for the visible picture.,yes
16,barton_and_komatsu_1997,1,17,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","If a TV did not have visible picture, it would essentially be a blank screen. While it would still technically be classified as a TV, it would not be functional as one.",yes
17,barton_and_komatsu_1997,1,18,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not still be a TV if it were in all ways like a TV except that it did not have visible picture.",no
18,barton_and_komatsu_1997,1,19,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not be a TV if it did not have a visible picture. A TV is defined as a device that displays moving images, so without a visible picture it would not be fulfilling its purpose.",no
19,barton_and_komatsu_1997,1,20,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not still be a TV if it did not have a visible picture.",no
20,barton_and_komatsu_1997,1,21,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV needs to have a visible picture in order to be considered a TV.",yes
21,barton_and_komatsu_1997,1,22,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not still be a TV if it were in all ways like a TV except that it did not have a visible picture.",no
22,barton_and_komatsu_1997,1,23,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not still be a TV if it were in all ways like a TV except that it did not have visible picture.",no
23,barton_and_komatsu_1997,1,24,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","A TV would still be a TV if it did not have a visible picture, as long as it still emitted sound and had all the other usual components of a TV.",yes
24,barton_and_komatsu_1997,1,25,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not still be a TV if it were in all ways like a TV except that it did not have a visible picture.",no
25,barton_and_komatsu_1997,1,26,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not still be a TV if it were in all ways like a TV except that it did not have visible picture.",no
26,barton_and_komatsu_1997,1,27,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not still be a TV if it were in all ways like a TV except that it did not have visible picture.",no
27,barton_and_komatsu_1997,1,28,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",Yes,yes
28,barton_and_komatsu_1997,1,29,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not still be a TV if it were in all ways like a TV except that it did not have visible picture. A TV requires a visible picture in order to function properly.",no
29,barton_and_komatsu_1997,1,30,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not be a TV if it did not have visible picture.",no
30,barton_and_komatsu_1997,1,31,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not still be a TV if it did not have a visible picture.",no
31,barton_and_komatsu_1997,1,32,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not still be a TV if it were in all ways like a TV except that it did not have visible picture.",no
32,barton_and_komatsu_1997,1,33,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, it would not.",no
33,barton_and_komatsu_1997,1,34,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not be a TV if it were in all ways like a TV except that it did not have visible picture.",no
34,barton_and_komatsu_1997,1,35,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not be a TV if it did not have a visible picture.",no
35,barton_and_komatsu_1997,1,36,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV requires a visible picture in order to function.",no
36,barton_and_komatsu_1997,1,37,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not still be a TV if it did not have a visible picture.",no
37,barton_and_komatsu_1997,1,38,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not be a TV if it were in all ways like a TV except that it did not have visible picture.",no
38,barton_and_komatsu_1997,1,39,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not still be considered a TV if it did not have a visible picture. For something to be considered a TV, it needs to emit visible light that creates an image.",no
39,barton_and_komatsu_1997,1,40,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not be a TV if it were in all ways like a TV except that it did not have visible picture.",no
40,barton_and_komatsu_1997,1,41,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not be a TV if it were in all ways like a TV except that it did not have a visible picture.",no
41,barton_and_komatsu_1997,1,42,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.",A TV would not be a TV if it did not have a visible picture.,no
42,barton_and_komatsu_1997,1,43,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, it would not still be a TV.",no
43,barton_and_komatsu_1997,1,44,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, a TV would not be a TV if it did not have a visible picture.",no
44,barton_and_komatsu_1997,1,45,transformation,functional,"2*(word type: natural kinds, artifacts) x 2*(change type: molecular, functional, physical) ANOVA",glm(response ~ word type*change type),False,TV_changed_in_functional,Question,categorization,Would a TV still be a TV if it were in all ways like a TV except that it did not have visible picture?,A thing that is in all ways like a TV except that it did not have visible picture is,,,,,,,,,,,,,,,,,,,,"Molecular changes will have a greater impact on categorization judgments for non-living natural kinds than physical or functional changes and physical changes will have a greater impact than functional changes; for artifacts, functional changes will have the greatest impact on categorization judgments.","No, it would not be a TV. A TV is defined as a device that displays moving images. Without visible pictures, a TV would not be able to fulfill its purpose.",no
